model_name,top1_acc,top5_acc,samples,model_file_mb,param_bytes_mb,lat_mean_ms,lat_median_ms,lat_std_ms,lat_min_ms,lat_max_ms,lat_p50_ms,lat_p90_ms,lat_p95_ms,lat_p99_ms,thr_mean_sps,thr_median_sps,thr_std_sps,thr_min_sps,thr_max_sps,thr_p50_sps,thr_p90_sps,thr_p95_sps,thr_p99_sps,host_peak_delta_mean_mib,host_peak_delta_median_mib,host_peak_delta_p95_mib,host_peak_delta_max_mib,host_steady_mean_delta_median_mib,dev_peak_delta_mean_mib,dev_peak_delta_median_mib,dev_peak_delta_p95_mib,dev_peak_delta_max_mib,dev_steady_mean_delta_median_mib,baseline_idle_host_mib,baseline_postload_host_mib,baseline_idle_dev_mib,baseline_postload_dev_mib,host_global_peak_mib,host_true_os_peak_mib,dev_global_peak_mib,steady_host_mean_delta_mib_median,steady_dev_mean_delta_mib_median,mem_device_backend,energy_mean_j_per_sample,energy_median_j_per_sample,energy_p90_j_per_sample,energy_p95_j_per_sample,energy_p99_j_per_sample,energy_host_median_j_per_sample,energy_gpu_median_j_per_sample,energy_dram_median_j_per_sample,gpu_power_mean_w_median,gpu_power_median_w_median,gpu_power_p95_w_median
convnext_tiny.onnx,0.822,0.966,1000,109.18,109.06,1.9664203320000002,1.9442965,0.12971435544380575,1.723426,2.91097,1.9442965,2.1065091000000002,2.1902016,2.51857941,510.4662989711956,514.3248470713565,29.565773675067906,343.52810231641,580.2395925325486,514.3248470713565,545.3576734651804,552.7220882873862,563.5490264771054,2331.70125,2331.703125,2331.703125,2331.703125,2331.703125,,,,,,1001.98046875,1002.9296875,,,3334.6328125,1002.9296875,,2331.703125,,NVIDIA+NVML,0.5162557493997674,0.47985333333333335,0.9632599790180104,0.982804922575131,0.9940111476337538,0,0.47985333333333335,,143.895,143.895,143.895
deit_tiny_distilled_patch16_224.onnx,0.741,0.916,1000,22.67,22.55,1.868148988,1.850681,0.18628718517138784,1.643016,6.181141,1.850681,1.9120769000000002,1.9566344999999998,2.4197996999999996,537.8925818516077,540.3416365962919,29.000520831388798,161.78242819570042,608.6367996416346,540.3416365962919,557.2008465175682,564.1881706206997,587.9326471577602,1235.79296875,1235.79296875,1235.79296875,1235.79296875,1235.79296875,,,,,,2178.43359375,2178.43359375,,,3414.2265625,3426.90234375,,1235.79296875,,NVIDIA+NVML,0.33070889483363425,0.32866,0.32977333333333336,0.3299666666666667,0.6742560900113174,0,0.32866,,98.592,98.592,98.592
densenet121.onnx,0.733,0.909,1000,30.81,30.67,4.8979659700000004,4.8631815,0.19880742652935357,4.499085,6.538902,4.8631815,5.128468,5.2009235,5.4907624,204.4708636148463,205.6267088291049,7.5574038916865725,152.93087432721885,222.26741659693027,205.6267088291049,212.08907743183252,213.06497381866325,216.69033762871976,1150.33203125,1150.33203125,1150.33203125,1150.33203125,1150.33203125,,,,,,2266.3125,2266.3125,,,3416.64453125,3982.82421875,,1150.33203125,,NVIDIA+NVML,0.7146807359693693,0.7321812186259777,0.7383761238949373,0.7392740568375215,0.7435474412451312,0,0.7321812186259777,,107.577,107.577,107.577
efficientnet_b0.onnx,0.771,0.929,1000,20.16,20.09,1.610621887,1.59978,0.07361513582654719,1.496455,2.425267,1.59978,1.6594461,1.70900445,1.9209385999999997,621.9587330158957,625.0859496172269,23.93182289443403,412.32573568188576,668.2459546060522,625.0859496172269,642.9164748847772,646.3474635878225,651.2396716202458,1191.6484375,1191.6484375,1191.6484375,1191.6484375,1191.6484375,,,,,,2269.0703125,2269.0703125,,,3460.71875,3988.9921875,,1191.6484375,,NVIDIA+NVML,0.3184763982063719,0.3363933333333334,0.33774333333333334,0.3379866666666667,0.3379866666666667,0,0.3363933333333334,,100.918,100.918,100.918
inception_v3.onnx,0.769,0.931,1000,90.9,90.86,3.251403507,3.223915,0.16638395292744945,2.94373,6.32465,3.223915,3.394028,3.49211205,3.7694189,308.18860455871805,310.18187665331527,12.730479998982373,158.11151605227167,339.7050680599104,310.18187665331527,319.66274317512944,323.1127964778815,330.59864411670935,2496.91796875,2496.91796875,2496.91796875,2496.91796875,2496.91796875,,,,,,2312.44140625,2312.44140625,,,4809.359375,3991.7421875,,2496.91796875,,NVIDIA+NVML,0.8228147224135274,0.8567900277609005,0.8669745464935898,0.8696084032366053,0.8732942885097117,0,0.8567900277609005,,125.762,125.762,125.762
levit_128s.onnx,0.741,0.923,1000,31.64,31.5,1.894379986,1.881546,0.11046274141434557,1.698636,3.249001,1.881546,1.9521299,2.0502099499999997,2.32129181,529.2999233581158,531.4778380407504,24.943430372073912,307.78691665530425,588.7076454284496,531.4778380407504,550.9462782144114,562.0347612784069,572.5736211180954,1236.7540625,1236.7578125,1236.7578125,1236.7578125,1236.7578125,,,,,,2308.03125,2308.03125,,,3544.7890625,5828.7734375,,1236.7578125,,NVIDIA+NVML,0.34698994141153716,0.34323333333333333,0.34515333333333337,0.34515333333333337,0.7061577827269956,0,0.34323333333333333,,102.961,102.961,102.961
mnasnet1_0.onnx,0.728,0.907,1000,16.67,16.65,0.9710835369999999,0.9630175,0.07417743058107527,0.866433,1.987536,0.9630175,1.003279,1.034531,1.225760299999999,1034.1211556831965,1038.4027295944652,58.63734961355005,503.1355406895775,1154.1573324192407,1038.4027295944652,1091.9118550895475,1106.5226720574478,1131.090969789483,1148.44921875,1148.44921875,1148.44921875,1148.44921875,1148.44921875,,,,,,2396.52734375,2396.52734375,,,3544.9765625,5828.7734375,,1148.44921875,,NVIDIA+NVML,0.273009447675443,0.30366333333333334,0.30507666666666666,0.3059866666666667,0.3059866666666667,0,0.30366333333333334,,91.099,91.099,91.099
mobilenet_v2.onnx,0.713,0.906,1000,13.34,13.3,1.0561979099999999,0.974673,0.37110612434429285,0.877173,8.362008,0.974673,1.27077,1.31233255,1.9882577099999983,981.2037432539886,1025.9851292863286,128.73000885672715,119.58850075245087,1140.025969791592,1025.9851292863286,1077.2018733808454,1093.759887329841,1112.257601596687,1155.4296875,1155.4296875,1155.4296875,1155.4296875,1155.4296875,,,,,,2396.56640625,2396.56640625,,,3551.99609375,5828.7734375,,1155.4296875,,NVIDIA+NVML,0.29698443783687295,0.30141333333333337,0.30491666666666667,0.3056666666666667,0.6070018086462468,0,0.30141333333333337,,90.424,90.424,90.424
mobilenet_v3_small.onnx,0.676,0.868,1000,9.71,9.68,1.134372763,1.122784,0.12410902776777478,1.027403,4.285754,1.122784,1.167898,1.19385695,1.34444049,885.7576769192435,890.6432584693923,44.38972283379439,233.3311711311475,973.3278956748228,890.6432584693923,917.5322054916431,934.8778612616089,955.7889448663773,1202.8671875,1202.8671875,1202.8671875,1202.8671875,1202.8671875,,,,,,2404.04296875,2404.04296875,,,3606.91015625,5828.7734375,,1202.8671875,,NVIDIA+NVML,0.25357389449720824,0.2756566666666667,0.2761833333333334,0.27634000000000003,0.27634000000000003,0,0.2756566666666667,,82.697,82.697,82.697
mobilevit_xxs.onnx,0.663,0.874,1000,5.04,4.85,2.013056615,2.0057419999999997,0.11878408156268021,1.832166,4.221714,2.0057419999999997,2.0838541,2.12291995,2.2958985999999997,497.940592225406,498.56861116103016,21.229081768885333,236.87061700532055,545.8020725196299,498.56861116103016,518.6832032651862,529.9803362543331,539.7673608283792,1774.953125,1774.953125,1774.953125,1774.953125,1774.953125,,,,,,1829.58203125,1829.58203125,,,3604.53515625,5828.7734375,,1774.953125,,NVIDIA+NVML,0.3544371352674185,0.32018,0.6514544303199277,0.6555350378181786,0.6609149886631966,0,0.32018,,95.857,95.857,95.857
