device,framework,accelerator,tier,model_id,acc_top1,acc_top5,s_latency_ms,s_energy_j,memory_mib,ratio_mem,ratio_lat,ratio_flops,ratio_energy,ratio_acc,weights,frm,frm_e,frm_q,frm_eq
a100_sxm,onnx,,gpu,CN,0.822,0.966,2.411537,0.8636134796943515,1769.66015625,1.3652151639344263,1.1117395171809872,14.62295081967213,1.233647979027536,0.9014598540145986,"(1.0, 1.0, 1.0, 1.0, 1.0)",2.8102592673270212,2.2874815737078644,2.5333359088677896,2.0620728054957755
a100_sxm,onnx,,gpu,DE,0.741,0.916,2.0777780000000003,0.3611633333333334,1561.80078125,1.2048607762777241,0.9578737172721287,8.524590163934427,0.5159118364192309,1.0,"(1.0, 1.0, 1.0, 1.0, 1.0)",2.142756776878169,1.500975249510606,2.142756776878169,1.500975249510606
a100_sxm,onnx,,gpu,DN,0.733,0.908,5.16707,0.7300801504943519,1196.79296875,0.9232732642237222,2.382064180247022,9.278688524590164,1.0428993101222055,1.0109140518417463,"(1.0, 1.0, 1.0, 1.0, 1.0)",2.7326883466586014,2.1478461695745965,2.7625130489413694,2.17128787401743
a100_sxm,onnx,,gpu,EN,0.771,0.929,1.911676,0.3599433333333334,1153.109375,0.8895732883317261,0.8812992515754395,1.278688524590164,0.5141691001491274,0.961089494163424,"(1.0, 1.0, 1.0, 1.0, 1.0)",1.0008215178842301,0.8473131938273288,0.961879046371225,0.8143438088535028
a100_sxm,onnx,,gpu,IN,0.769,0.931,3.2518745,0.8661795013044029,2520.4609375,1.9444250241080039,1.4991424085814,18.721311475409838,1.2373134699535244,0.9635890767230169,"(1.0, 1.0, 1.0, 1.0, 1.0)",3.793063559658226,2.8665698275473797,3.65495461340279,2.7621953734884372
a100_sxm,onnx,,gpu,LE,0.741,0.923,2.1691565,0.7000485506206751,1296.25,1.0,1.0,1.0,1.0,1.0,"(1.0, 1.0, 1.0, 1.0, 1.0)",1.0,1.0,1.0,1.0
a100_sxm,onnx,,gpu,MN,0.728,0.906,0.8953960000000001,0.35323,1148.671875,0.8861499517839923,0.41278533844837845,1.0163934426229508,0.5045792890890499,1.0178571428571428,"(1.0, 1.0, 1.0, 1.0, 1.0)",0.7190588657396231,0.6581209093961156,0.7318992026278306,0.6698730684924747
a100_sxm,onnx,,gpu,MV2,0.713,0.906,0.897556,0.35812,1179.7734375,0.9101434426229508,0.41378111722229355,1.0163934426229508,0.5115645188929892,1.0392706872370268,"(1.0, 1.0, 1.0, 1.0, 1.0)",0.7260738387715645,0.6652129503486133,0.75458725740495,0.6913363200677735
a100_sxm,onnx,,gpu,MV3,0.677,0.868,0.955765,0.3209733333333333,1148.80859375,0.8862554243008679,0.44061597215323095,0.19672131147540983,0.45850153257049503,1.0945347119645494,"(1.0, 1.0, 1.0, 1.0, 1.0)",0.42509909899659026,0.4332143522964679,0.46528571987662243,0.4741681463097233
a100_sxm,onnx,,gpu,MX,0.663,0.874,1.6530345,0.34514,1782.609375,1.375204918032787,0.7620632720598997,2.2950819672131146,0.49302294775697053,1.1176470588235294,"(1.0, 1.0, 1.0, 1.0, 1.0)",1.3398377694620476,1.0435324189741455,1.4974657423399356,1.1663009388534569
a100_sxm,onnx,,gpu,R18,0.695,0.879,0.856217,0.4038666666666667,1150.03515625,0.8872016634522661,0.39472347891910975,5.934426229508197,0.5769123674473601,1.0661870503597124,"(1.0, 1.0, 1.0, 1.0, 1.0)",1.2761390968044364,1.0464078114006519,1.3606029794706296,1.1156664579106232
a100_sxm,onnx,,gpu,R50,0.756,0.921,1.708434,0.47679,1149.4609375,0.8867586788813886,0.7876029230717101,13.40983606557377,0.681081332969363,0.9801587301587301,"(1.0, 1.0, 1.0, 1.0, 1.0)",2.1078777124592007,1.5892191997826792,2.066054741973899,1.557687072802864
a100_sxm,onnx,,gpu,SN,0.595,0.804,0.7267684999999999,0.2891966666666667,1232.6015625,0.9508980231436837,0.33504659530098446,1.1475409836065573,0.41310944278116135,1.2453781512605042,"(1.0, 1.0, 1.0, 1.0, 1.0)",0.7150489713098611,0.6234018979790775,0.8905063659506002,0.776371103197473
a100_sxm,torch,,gpu,CN,0.822,0.966,4.502685740590096,0.9048871272755786,2664.17578125,0.8544919684928881,0.5676143926170901,14.62295081967213,1.0926684485666744,0.9014598540145986,"(1.0, 1.0, 1.0, 1.0, 1.0)",1.9213160077306821,1.668480754553235,1.731989247844812,1.5040684174257266
a100_sxm,torch,,gpu,DE,0.741,0.916,4.330428782850504,0.5982484395653009,2816.3515625,0.9032999277095453,0.5458994575595498,8.524590163934427,0.7223963902385964,1.0,"(1.0, 1.0, 1.0, 1.0, 1.0)",1.6138854849230506,1.3200744595059324,1.6138854849230506,1.3200744595059324
a100_sxm,torch,,gpu,DN,0.733,0.908,12.666421476751566,1.4198281576676526,2945.546875,0.9447372674208093,1.5967454864429804,9.278688524590164,1.7144695548282702,1.0109140518417463,"(1.0, 1.0, 1.0, 1.0, 1.0)",2.4099670990855877,2.2133025254702017,2.4362696049419106,2.2374586239746517
a100_sxm,torch,,gpu,EN,0.771,0.929,6.686707958579063,0.8353428572807461,3017.76171875,0.9678990289024003,0.8429350603578443,1.278688524590164,1.0086924174005094,0.961089494163424,"(1.0, 1.0, 1.0, 1.0, 1.0)",1.0142141060395267,1.012830856607135,0.974750522146938,0.9734210956496587
